,text,language
3125,"

«J’ai entendu parler de M.  d’Artagnan comme d’un jeune homme fort
brave, dit le bourgeois, et cette réputation dont il jouit à juste
titre m’a décidé à lui confier un secret. 

— Parlez, monsieur, parlez», dit d’Artagnan, qui d’instinct flaira
quelque chose d’avantageux",french
3126," de La Porte
pour se faire reconduire par lui au Louvre, courût les rues de Paris
seule à onze heures et demie du soir, au risque de se faire enlever une
seconde fois?

Il fallait donc que ce fût pour une affaire bien importante; et quelle
est l’affaire importante d’une femme de vingt-cinq ans? L’amour",french
3127,"’

Miss Murdstone, by an expressive sound, a long drawn respiration, which
was neither a sigh nor a moan, but was like both, gave it as her opinion
that he should have done this at first. 

‘I must try,’ said Mr",english
3128,"»

En effet, dès le soir même d’Artagnan se rendit au logis d’Athos, qu’il
trouva en train de vider sa bouteille de vin d’Espagne, occupation
qu’il accomplissait religieusement tous les soirs. 

Il lui raconta ce qui s’était passé entre le cardinal et lui, et tirant
le brevet de sa poche:

«Tenez, mon cher Athos, voilà, dit-il, qui vous revient tout
naturellement",french
3129," Micawber,
shedding tears.  ‘Welcome misery, welcome houselessness, welcome hunger,
rags, tempest, and beggary! Mutual confidence will sustain us to the
end!’

With these expressions, Mr.  Micawber placed Mrs",english
3130," I remember that I thought a good
deal, and in an uneasy sort of way, about Mr.  Peggotty having said that
she was getting on to be a woman; but I decided that was nonsense.  He was too
unfortunate even to come through a supper like anybody else",english
3131,"

— Et en échange de tout cela pas une égratignure? Ah! si fait!
Qu’avez-vous donc là à la main, d’Artagnan? du sang, ce me semble?

— Ce n’est rien, dit d’Artagnan. 

— Une balle perdue?

— Pas même. 

— Qu’est-ce donc alors?»

Nous l’avons dit, Athos aimait d’Artagnan comme son enfant, et ce
caractère sombre et inflexible avait parfois pour le jeune homme des
sollicitudes de père",french
3132," Nobody appeared to have the least
idea that there was any other system, but THE system, to be considered. 

As we were going through some of the magnificent passages, I inquired of
Mr.  Creakle and his friends what were supposed to be the main advantages
of this all-governing and universally over-riding system? I found
them to be the perfect isolation of prisoners--so that no one man in
confinement there, knew anything about another; and the reduction of
prisoners to a wholesome state of mind, leading to sincere contrition
and repentance",english
3133," Tidd; there was a corner cupboard: and
there were the usual articles of furniture.  I don’t remember that any
individual object had a bare, pinched, spare look; but I do remember
that the whole place had",english
3134," Il y a trois mois,
j’ai manqué avoir un duel avec Aramis pour un mouchoir pareil à celui
que vous avez montré à cette femme qui était chez lui, pour un mouchoir
marqué de la même manière, j’en suis sûr",french
3135," Peggotty to me, behind his
hand. 

My eyes were dim and so were Mr.  Peggotty’s; but I repeated in a
whisper, ‘With the tide?’

‘People can’t die, along the coast,’ said Mr.  Peggotty, ‘except when
the tide’s pretty nigh out",english
3136,"

Ils prirent le pont: c’était le chemin de d’Artagnan, puisque
d’Artagnan se rendait au Louvre; d’Artagnan les suivit. 

D’Artagnan n’avait pas fait vingt pas, qu’il fut convaincu que cette
femme, c’était Mme Bonacieux, et que cet homme, c’était Aramis",french
3137,"»

Un sourire d’incrédulité passa sur les lèvres pâles de Milady. 

«Écoutez: c’est vous qui avez coupé les deux ferrets de diamants sur
l’épaule du duc de Buckingham; c’est vous qui avez fait enlever Mme
Bonacieux; c’est vous qui, amoureuse de de Wardes, et croyant passer la
nuit avec lui, avez ouvert votre porte à M",french
3138,"

— Alors, venez. 

— Et quelle est donc cette chambre, ma belle enfant? demanda
d’Artagnan. 

— C’est la mienne, monsieur le chevalier; elle communique avec celle de
ma maîtresse par cette porte.  Mais soyez tranquille, elle ne pourra
entendre ce que nous dirons, jamais elle ne se couche qu’à minuit",french
3139,"

Athos, le premier, tua son adversaire: il ne lui avait porté qu’un
coup, mais, comme il l’en avait prévenu, le coup avait été mortel. 
L’épée lui traversa le coeur. 

Porthos, le second, étendit le sien sur l’herbe: il lui avait percé la
cuisse",french
3140,"

MY nearest way to Yarmouth, in coming back from these long walks, was by
a ferry.  It landed me on the flat between the town and the sea, which I
could make straight across, and so save myself a considerable circuit by
the high road",english
3141," Make it your own time.  Her services have been
more valuable than was supposed; her learning has been quicker than was
supposed; Omer and Joram can run their pen through what remains; and
she’s free when you wish",english
3142," I met him in town, and asked him to walk out with me that
afternoon.  He readily consenting, I wrote to Dora, saying I would bring
him home.  It was pleasant weather, and on the road we made my domestic
happiness the theme of conversation",english
3143,"’

‘No use taking ‘em otherwise, my dear,’ said Mr.  Omer. 

‘No, indeed,’ returned his daughter.  ‘We are all pretty gay here, thank
Heaven! Ain’t we, father?’

‘I hope so, my dear,’ said Mr.  Omer.  ‘As I have got my breath now, I
think I’ll measure this young scholar",english
3144,"

Au bout d’un instant on entendit le bruit d’une fusillade enragée. 

«Qu’est-ce que cela? demanda Porthos, et sur quoi tirent-ils? je
n’entends pas siffler les balles et je ne vois personne. 

— Ils tirent sur nos morts, répondit Athos",french
3145,"’

‘Well, sir, there were violent quarrels at first, I assure you,’ said
Mr.  Chillip; ‘but she is quite a shadow now.  Would it be considered
forward if I was to say to you, sir, in confidence, that since the
sister came to help, the brother and sister between them have nearly
reduced her to a state of imbecility?’

I told him I could easily believe it",english
3146," ‘My son’s tutor is a
conscientious gentleman; and if I had not implicit reliance on my son, I
should have reliance on him. ’

‘Should you?’ said Miss Dartle.  ‘Dear me! Conscientious, is he? Really
conscientious, now?’

‘Yes, I am convinced of it,’ said Mrs",english
3147," Creakle, sitting at his
breakfast with the cane and a newspaper before him, and Mrs.  Creakle
with an opened letter in her hand.  But no hamper. 

‘David Copperfield,’ said Mrs.  Creakle, leading me to a sofa, and
sitting down beside me",english
3148,"

‘It is my fate,’ said Mr.  Micawber, unfeignedly sobbing, but doing even
that, with a shadow of the old expression of doing something genteel;
‘it is my fate, gentlemen, that the finer feelings of our nature have
become reproaches to me",english
3149," Aussi, je m’en sépare; je vous
avoue que cette femme m’effraie moi-même. 

— Aurez-vous ce courage? dit Athos. 

En rentrant chez lui d’Artagnan trouva Ketty, qui l’attendait.  Un mois
de fièvre n’eût pas plus changé la pauvre enfant qu’elle ne l’était
pour cette nuit d’insomnie et de douleur",french
3150,"

If it had been Aladdin’s palace, roc’s egg and all, I suppose I could
not have been more charmed with the romantic idea of living in it.  There
was a delightful door cut in the side, and it was roofed in, and there
were little windows in it; but the wonderful charm of it was, that
it was a real boat which had no doubt been upon the water hundreds of
times, and which had never been intended to be lived in, on dry land",english
3151," Pour les gens vers lesquels elle
n’avait qu’à étendre la main, Son Éminence recourait rarement à de
pareils moyens. 

Ce pouvait être une vengeance de Milady. 

Ceci, c’était plus probable.  Trois ou quatre fois il se
réveilla en sursaut, se figurant qu’un homme s’approchait de son lit
pour le poignarder",french
3152," Passez donc votre chemin, c’est ce que vous
avez de mieux à faire. »

Cette raillerie exaspéra Jussac. 

«Nous vous chargerons donc, dit-il, si vous désobéissez. 

— Ils sont cinq, dit Athos à demi-voix, et nous ne sommes que trois;
nous serons encore battus, et il nous faudra mourir ici, car je le
déclare, je ne reparais pas vaincu devant le capitaine",french
3153,"

«Et que faisiez-vous, debout sur ce fauteuil? demanda-t-il. 

— Que vous importe? répondit Milady. 

— Mais, reprit Felton, je désire le savoir. 

— Ne m’interrogez pas, dit la prisonnière, vous savez bien qu’à nous
autres, véritables chrétiens, il nous est défendu de mentir",french
3154,"

— Eh bien, reprit Mme Bonacieux d’une voix presque caressante, et en
serrant la main de d’Artagnan qui n’avait pas abandonné la sienne; eh
bien, je n’en dirai pas autant que vous: ce qui est perdu pour
aujourd’hui n’est pas perdu pour l’avenir",french
3155," ‘To think of that! Not that I mean to
say it’s rigidly limited to seventy pounds a-year, because I have always
contemplated making any young friend I might thus employ, a present too. 
Undoubtedly,’ said the Doctor, still walking me up and down with
his hand on my shoulder",english
3156,"

Arrivé à l’escalier, ce fut pis encore: il y avait sur les premières
marches quatre mousquetaires qui se divertissaient à l’exercice
suivant, tandis que dix ou douze de leurs camarades attendaient sur le
palier que leur tour vînt de prendre place à la partie",french
